Customer ID,Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Customer Status
0208-BPQEJ,Female,48,Yes,1,0,12,Yes,8.25,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,No,Bank Withdrawal,19.4,198.1,Stayed
0212-ISBBF,Female,51,No,0,0,22,No,0,PhoneServiceUserOnly,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.35,1098.85,Stayed
0214-JHPFW,Female,22,Yes,0,9,70,No,0,PhoneServiceUserOnly,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,57.8,4039.3,Stayed
0215-BQKGS,Male,52,No,0,0,30,Yes,24.73,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,84.3,2438.6,Stayed
0218-QNVAS,Male,22,Yes,1,1,71,Yes,28.34,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.55,7113.75,Stayed
0219-QAERP,Male,33,Yes,0,2,30,Yes,9.81,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,No,Credit Card,19.8,576.65,Stayed
0219-YTZUE,Male,26,Yes,0,5,4,Yes,28.77,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,371.9,Churned
0220-EBGCE,Male,58,No,0,0,2,Yes,14.14,No,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.85,167.3,Churned
0221-NAUXK,Male,22,No,1,0,10,Yes,7.86,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,Yes,Bank Withdrawal,19.95,219.5,Stayed
0221-WMXNQ,Male,66,No,0,0,4,Yes,36.4,No,Fiber Optic,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.35,273.4,Stayed
0222-CNVPT,Male,69,No,0,0,52,No,0,PhoneServiceUserOnly,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,48.8,2555.05,Stayed
0224-HJAPT,Male,25,No,0,0,5,Yes,22.01,Yes,Cable,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47.15,223.15,Churned
0224-NIJLP,Male,30,Yes,3,1,8,Yes,2.87,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,No,Credit Card,20.15,165.5,Stayed
0224-RLWWD,Female,73,No,0,0,2,Yes,23.91,No,Cable,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,44.3,89.3,Joined
0225-ZORZP,Male,46,No,0,0,3,Yes,13.72,No,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.3,235.05,Joined
0228-MAUWC,Male,40,No,0,0,19,Yes,11.85,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.55,1144.6,Stayed
0229-LFJAF,Male,53,No,0,0,72,Yes,3.66,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.65,4908.25,Stayed
0230-UBYPQ,Male,76,Yes,0,2,63,No,0,PhoneServiceUserOnly,DSL,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,36.1,2298.9,Stayed
0230-WEQUW,Male,38,Yes,0,1,66,No,0,PhoneServiceUserOnly,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,56.6,3789.2,Stayed
0231-LXVAP,Male,23,No,0,0,1,Yes,44.56,No,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,75.9,Churned
0233-FTHAV,Female,24,No,0,0,60,Yes,15.29,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.2,4765,Stayed
0234-TEVTT,Female,43,Yes,3,3,48,No,0,PhoneServiceUserOnly,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,45,2196.3,Stayed
0235-KGSLC,Female,45,No,0,0,1,Yes,33.34,No,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.55,85.55,Churned
0236-HFWSV,Male,49,No,0,0,15,Yes,48.93,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.35,1444.65,Churned
0237-YFUTL,Female,62,Yes,0,4,50,Yes,34.57,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.65,5405.8,Stayed
0238-WHBIQ,Male,25,Yes,1,10,72,Yes,33.75,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.7,6339.3,Stayed
0239-OXEXL,Female,37,No,0,0,46,Yes,43.27,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,84.25,3847.6,Stayed
0244-LGNFY,Female,35,Yes,1,4,72,Yes,30,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92.65,6733,Stayed
0247-SLUJI,Male,37,Yes,3,2,1,Yes,34.28,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,No,Credit Card,19.7,19.7,Joined
0248-IPDFW,Female,19,No,0,0,1,Yes,29.13,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.1,50.1,Joined
0248-PGHBZ,Female,69,No,0,0,67,Yes,2.57,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,92.45,6140.85,Stayed
0253-ZTEOB,Female,44,Yes,1,5,48,Yes,8.94,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.65,3870.3,Stayed
0254-FNMCI,Female,19,No,0,0,72,Yes,41.91,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.9,7624.2,Stayed
0254-KCJGT,Male,64,Yes,0,6,52,Yes,41.34,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,81.4,4354.45,Stayed
0254-WWRKD,Female,44,Yes,3,1,67,Yes,46.9,No,Cable,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,50.55,3431.75,Stayed
0256-LTHVJ,Female,58,Yes,0,1,28,Yes,16.85,No,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,2227.1,Churned
0257-KXZGU,Female,29,Yes,1,9,32,Yes,33.28,Yes,DSL,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.45,2045.55,Stayed
0257-ZESQC,Female,80,Yes,0,2,27,Yes,7.02,No,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.2,1929.35,Churned
0258-NOKBL,Male,22,No,0,0,3,Yes,31.48,No,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.4,268.45,Joined
0259-GBZSH,Male,22,No,0,0,2,Yes,40.43,Yes,Cable,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,181.5,Churned
0260-ZDLGK,Female,50,No,2,0,9,Yes,35.49,No,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,72.9,651.4,Churned
0263-FJTQO,Male,53,Yes,2,10,50,Yes,44.49,Yes,Cable,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.5,3486.65,Stayed
0264-CNITK,Female,45,Yes,2,1,71,Yes,31.03,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,No,Bank Withdrawal,20.1,1389.6,Stayed
0265-EDXBD,Male,76,Yes,0,2,32,Yes,47.34,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,2303.35,Churned
0265-PSUAE,Female,57,Yes,3,10,16,Yes,27.27,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.7,1522.7,Stayed
0266-CLZKZ,Female,45,Yes,3,8,67,Yes,17.79,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.65,6717.9,Stayed
0266-GMEAO,Male,43,Yes,1,1,72,Yes,15.94,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.3,8058.55,Stayed
0268-QKIWO,Female,41,No,0,0,3,Yes,24.63,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,No,Bank Withdrawal,19.75,58.85,Churned
0269-XFESX,Male,22,Yes,3,1,23,Yes,48.02,Yes,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,No,Credit Card,24.35,538.5,Stayed
0270-THENM,Male,62,Yes,2,1,72,Yes,28.37,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.85,5102.35,Stayed
0274-JKUJR,Male,21,Yes,2,9,7,No,0,PhoneServiceUserOnly,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,-3,465.7,Stayed
0277-BKSQP,Male,49,Yes,3,10,8,Yes,1.56,No,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.4,475.1,Stayed
0277-ORXQS,Male,33,Yes,4,9,66,No,0,PhoneServiceUserOnly,Cable,No,No,No,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,50.55,3364.55,Stayed
0278-YXOOG,Male,30,No,0,0,5,Yes,34.26,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,No,Credit Card,21.05,113.85,Churned
0280-XJGEX,Male,38,No,1,0,49,Yes,44.33,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.7,5036.3,Churned
0281-CNTZX,Male,56,Yes,0,2,63,Yes,38.36,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,Yes,Bank Withdrawal,19.95,1234.8,Stayed
0282-NVSJS,Female,70,Yes,1,1,12,No,0,PhoneServiceUserOnly,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,29.3,355.9,Stayed
0285-INHLN,Male,54,Yes,6,5,27,Yes,36.19,No,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.75,1510.3,Stayed
0289-IVARM,Female,57,No,0,0,35,Yes,44.81,No,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,60.55,1982.6,Stayed
0292-WEGCH,Female,40,Yes,2,7,54,Yes,4.33,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.2,4524.05,Stayed
0295-PPHDO,Male,56,No,0,0,1,Yes,5.59,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,95.45,Churned
0295-QVKPB,Male,38,No,0,0,5,Yes,13.96,No,DSL,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,63.95,318.1,Stayed
0297-RBCSG,Male,61,No,0,0,19,Yes,41.79,No,DSL,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,65.35,1231.85,Stayed
0298-XACET,Male,35,Yes,2,1,52,No,0,PhoneServiceUserOnly,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,50.2,2554,Stayed
0301-FIDRB,Female,61,Yes,3,8,72,No,0,PhoneServiceUserOnly,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.8,4684.3,Stayed
0301-KOBTQ,Male,50,No,0,0,32,Yes,14.91,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,Yes,Bank Withdrawal,20.05,614.45,Stayed
0302-JOIVN,Female,47,Yes,0,1,8,Yes,16.88,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.15,842.9,Churned
0303-UNCIP,Male,35,No,0,0,41,Yes,37.55,Yes,DSL,No,No,Yes,No,No,Yes,Yes,No,One Year,No,Mailed Check,65,2531.8,Stayed
0303-WMMRN,Male,32,No,0,0,5,Yes,21.01,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,Yes,Credit Card,19.25,86.05,Stayed
0305-SQECB,Female,54,No,1,0,11,No,0,PhoneServiceUserOnly,DSL,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,36.05,402.6,Stayed
0306-JAELE,Male,61,No,0,0,5,Yes,31.09,No,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.1,453.4,Churned
0307-BCOPK,Female,62,No,0,0,16,Yes,41.51,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,One Year,No,Credit Card,19.05,326.65,Stayed
0308-GIQJT,Male,80,No,0,0,71,Yes,6.1,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,105.75,7382.85,Stayed
0308-IVGOK,Female,23,No,0,0,11,No,0,PhoneServiceUserOnly,DSL,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,40.4,422.6,Stayed
0310-MVLET,Female,63,Yes,0,1,61,Yes,49.33,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,6010.05,Churned
0310-SUCIN,Female,50,Yes,0,2,71,Yes,23.06,No,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.8,6046.1,Stayed
0310-VQXAM,Male,56,No,0,0,9,Yes,40.74,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,No,Credit Card,19.85,178.8,Stayed
0311-QYWSS,Female,63,No,0,0,6,Yes,39.16,No,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.45,314.6,Stayed
0311-UNPFF,Female,58,No,0,0,26,Yes,38.09,No,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.8,2274.35,Churned
0314-TKOSI,Female,29,No,0,0,6,Yes,6.98,No,Cable,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,55.15,322.9,Stayed
0315-LVCRK,Male,54,No,0,0,11,Yes,30.57,No,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.8,888.75,Stayed
0318-QUUOB,Male,25,Yes,0,1,1,Yes,43.67,No,Fiber Optic,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.55,80.55,Churned
0318-ZOPWS,Female,31,Yes,0,10,49,Yes,2.82,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,Yes,Bank Withdrawal,20.15,973.35,Stayed
0319-QZTCO,Female,25,Yes,2,9,3,Yes,11.47,No,DSL,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,58.7,168.6,Joined
0320-DWVTU,Female,46,No,0,0,53,Yes,43.57,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,99.5,5424.25,Stayed
0320-JDNQG,Male,28,Yes,0,1,23,Yes,37.95,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,2331.3,Churned
0322-CHQRU,Male,63,No,0,0,2,Yes,25.49,No,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.35,89.5,Churned
0322-YINQP,Male,37,No,0,0,1,Yes,11.35,No,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.55,48.55,Churned
0323-XWWTN,Male,44,No,1,0,3,Yes,33.87,Yes,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,Yes,Credit Card,26.4,121.25,Joined
0324-BRPCJ,Female,74,Yes,0,1,68,Yes,21.33,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,6851.65,Churned
0325-XBFAC,Male,44,No,0,0,8,Yes,19.49,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.7,740.3,Churned
0326-VDYXE,Female,21,Yes,0,9,70,Yes,16.66,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,97.65,6982.5,Stayed
0327-WFZSY,Male,62,Yes,3,9,39,Yes,17.29,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100,3835.55,Stayed
0328-GRPMV,Female,43,No,0,0,1,Yes,17.37,No,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.1,70.1,Churned
0329-GTIAJ,Female,40,No,0,0,3,Yes,30.18,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.9,315.3,Churned
0330-BGYZE,Male,48,Yes,0,8,60,Yes,19.22,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,102.5,6157.6,Stayed
0330-IVZHA,Female,55,Yes,0,1,5,Yes,17.08,No,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.95,330.15,Churned
0334-GDDSO,Male,77,No,0,0,3,Yes,9.22,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.35,233.7,Churned
0334-ZFJSR,Female,41,Yes,0,0,55,Yes,35.38,Yes,Cable,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,66.05,3462.1,Stayed
0336-KXKFK,Male,43,No,0,0,72,No,0,PhoneServiceUserOnly,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,61.2,4390.25,Stayed
0336-PIKEI,Male,69,Yes,0,7,72,Yes,5.27,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Bank Withdrawal,74.4,5360.75,Stayed
0337-CNPZE,Female,63,No,0,0,41,Yes,10.43,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106.3,4443.45,Churned
0343-QLUZP,Male,38,No,0,0,60,No,0,PhoneServiceUserOnly,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,39.6,2424.5,Stayed
0345-HKJVM,Female,43,No,0,0,6,Yes,2.6,No,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.3,577.6,Churned
0345-XMMUG,Female,29,Yes,0,6,46,Yes,2,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.9,4854.3,Stayed
0347-UBKUZ,Female,46,No,0,0,15,Yes,2.74,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,No,Mailed Check,19.9,320.45,Stayed
0348-SDKOL,Female,33,Yes,0,1,58,Yes,3.51,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,102.1,5885.4,Churned
0354-VXMJC,Male,60,Yes,3,10,23,Yes,34.04,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,No,Credit Card,19.6,426.65,Stayed
0354-WYROK,Female,70,Yes,0,1,31,Yes,47.95,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.9,2911.3,Churned
0356-ERHVT,Male,54,Yes,0,1,11,Yes,12.95,No,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.9,521.9,Stayed
0356-OBMAC,Female,80,No,0,0,56,Yes,17.33,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,99.9,5706.3,Stayed
0357-NVCRI,Female,41,No,3,0,25,Yes,12.87,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,No,Credit Card,20.05,471.7,Stayed
0361-HJRDX,Female,38,No,0,0,68,No,0,PhoneServiceUserOnly,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,-8,4539.6,Stayed
0362-RAOQO,Female,48,No,0,0,40,Yes,26.03,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Two Year,No,Credit Card,19.65,830.25,Stayed
0362-ZBZWJ,Male,46,No,0,0,36,Yes,24.66,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.9,3067.2,Churned
0363-QJVFX,Male,22,No,0,0,32,Yes,27.69,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,108.15,3432.9,Churned
0363-SVHYR,Male,28,Yes,3,10,71,Yes,10.11,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.85,6263.8,Stayed
0365-BZUWY,Male,58,Yes,0,2,17,Yes,10.11,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.55,1742.5,Stayed
0365-GXEZS,Male,55,Yes,0,6,18,Yes,31.79,No,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.2,1468.75,Stayed
0365-TRTPY,Female,52,No,0,0,37,Yes,11.73,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,91.2,3382.3,Stayed
0366-NQSHS,Male,42,No,0,0,2,Yes,44.34,No,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,PhoneServiceUserOnly,Month-to-Month,No,Credit Card,19.35,46.35,Joined
0369-ZGOVK,Female,56,Yes,2,6,28,Yes,12.94,No,Fiber Optic,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,70.4,1992.2,Stayed
0373-AIVNJ,Male,34,No,0,0,9,No,0,PhoneServiceUserOnly,Cable,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,39.55,373,Stayed
0374-AACSZ,Female,63,No,0,0,1,Yes,38.33,No,DSL,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,50.15,50.15,Joined
